Day, Date old,Month,Day,Year,Concatenate,DATE, Time
Saturday, 30 July 1977,7,30,1977,7/30/1977,7/30/1977, 11:52:12 am
Sunday, 28 August 1977,8,28,1977,8/28/1977,8/28/1977, 09:10:00 pm
Tuesday, 27 September 1977,9,27,1977,9/27/1977,9/27/1977, 09:17:24 am
Thursday, 27 October 1977,10,27,1977,10/27/1977,10/27/1977, 12:35:24 am
Friday, 25 November 1977,11,25,1977,11/25/1977,11/25/1977, 06:31:24 pm
Sunday, 25 December 1977,12,25,1977,12/25/1977,12/25/1977, 01:49:00 pm
Tuesday, 24 January 1978,1,24,1978,1/24/1978,1/24/1978, 08:55:30 am
Thursday, 23 February 1978,2,23,1978,2/23/1978,2/23/1978, 02:26:18 am
Friday, 24 March 1978,3,24,1978,3/24/1978,3/24/1978, 05:20:00 pm
Sunday, 23 April 1978,4,23,1978,4/23/1978,4/23/1978, 05:11:00 am
Monday, 22 May 1978,5,22,1978,5/22/1978,5/22/1978, 02:16:42 pm
Tuesday, 20 June 1978,6,20,1978,6/20/1978,6/20/1978, 09:30:30 pm
Thursday, 20 July 1978,7,20,1978,7/20/1978,7/20/1978, 04:04:48 am
Friday, 18 August 1978,8,18,1978,8/18/1978,8/18/1978, 11:14:00 am
Saturday, 16 September 1978,9,16,1978,9/16/1978,9/16/1978, 08:01:06 pm
Monday, 16 October 1978,10,16,1978,10/16/1978,10/16/1978, 07:09:30 am
Tuesday, 14 November 1978,11,14,1978,11/14/1978,11/14/1978, 09:00:06 pm
Thursday, 14 December 1978,12,14,1978,12/14/1978,12/14/1978, 01:30:36 pm
Saturday, 13 January 1979,1,13,1979,1/13/1979,1/13/1979, 08:08:36 am
Monday, 12 February 1979,2,12,1979,2/12/1979,2/12/1979, 03:39:24 am
Tuesday, 13 March 1979,3,13,1979,3/13/1979,3/13/1979, 10:14:18 pm
Thursday, 12 April 1979,4,12,1979,4/12/1979,4/12/1979, 02:15:00 pm
Saturday, 12 May 1979,5,12,1979,5/12/1979,5/12/1979, 03:00:54 am
Sunday, 10 June 1979,6,10,1979,6/10/1979,6/10/1979, 12:55:18 pm
Monday, 9 July 1979,7,9,1979,7/9/1979,7/9/1979, 08:59:18 pm
Wednesday, 8 August 1979,8,8,1979,8/8/1979,8/8/1979, 04:21:06 am
Thursday, 6 September 1979,9,6,1979,9/6/1979,9/6/1979, 11:58:36 am
Friday, 5 October 1979,10,5,1979,10/5/1979,10/5/1979, 08:35:18 pm
Sunday, 4 November 1979,11,4,1979,11/4/1979,11/4/1979, 06:47:06 am
Monday, 3 December 1979,12,3,1979,12/3/1979,12/3/1979, 07:07:42 pm
Wednesday, 2 January 1980,1,2,1980,1/2/1980,1/2/1980, 10:02:06 am
Friday, 1 February 1980,2,1,1980,2/1/1980,2/1/1980, 03:21:12 am
Saturday, 1 March 1980,3,1,1980,3/1/1980,3/1/1980, 09:59:42 pm
Monday, 31 March 1980,3,31,1980,3/31/1980,3/31/1980, 04:13:54 pm
Wednesday, 30 April 1980,4,30,1980,4/30/1980,4/30/1980, 09:35:18 am
Thursday, 29 May 1980,5,29,1980,5/29/1980,5/29/1980, 11:27:36 pm
Saturday, 28 June 1980,6,28,1980,6/28/1980,6/28/1980, 11:02:06 am
Sunday, 27 July 1980,7,27,1980,7/27/1980,7/27/1980, 08:53:36 pm
Tuesday, 26 August 1980,8,26,1980,8/26/1980,8/26/1980, 05:42:12 am
Wednesday, 24 September 1980,9,24,1980,9/24/1980,9/24/1980, 02:07:42 pm
Thursday, 23 October 1980,10,23,1980,10/23/1980,10/23/1980, 09:51:54 pm
Saturday, 22 November 1980,11,22,1980,11/22/1980,11/22/1980, 07:38:54 am
Sunday, 21 December 1980,12,21,1980,12/21/1980,12/21/1980, 07:08:00 pm
Tuesday, 20 January 1981,1,20,1981,1/20/1981,1/20/1981, 08:39:00 am
Wednesday, 18 February 1981,2,18,1981,2/18/1981,2/18/1981, 11:58:12 pm
Friday, 20 March 1981,3,20,1981,3/20/1981,3/20/1981, 04:22:30 pm
Sunday, 19 April 1981,4,19,1981,4/19/1981,4/19/1981, 09:58:54 am
Tuesday, 19 May 1981,5,19,1981,5/19/1981,5/19/1981, 02:03:36 am
Wednesday, 17 June 1981,6,17,1981,6/17/1981,6/17/1981, 05:04:30 pm
Friday, 17 July 1981,7,17,1981,7/17/1981,7/17/1981, 06:38:48 am
Saturday, 15 August 1981,8,15,1981,8/15/1981,8/15/1981, 06:36:36 pm
Monday, 14 September 1981,9,14,1981,9/14/1981,9/14/1981, 05:08:42 am
Tuesday, 13 October 1981,10,13,1981,10/13/1981,10/13/1981, 01:49:24 pm
Wednesday, 11 November 1981,11,11,1981,11/11/1981,11/11/1981, 11:26:30 pm
Friday, 11 December 1981,12,11,1981,12/11/1981,12/11/1981, 09:41:24 am
Saturday, 9 January 1982,1,9,1982,1/9/1982,1/9/1982, 08:52:48 pm
Monday, 8 February 1982,2,8,1982,2/8/1982,2/8/1982, 08:57:06 am
Tuesday, 9 March 1982,3,9,1982,3/9/1982,3/9/1982, 09:45:06 pm
Thursday, 8 April 1982,4,8,1982,4/8/1982,4/8/1982, 12:18:18 pm
Saturday, 8 May 1982,5,8,1982,5/8/1982,5/8/1982, 02:44:42 am
Sunday, 6 June 1982,6,6,1982,6/6/1982,6/6/1982, 05:59:24 pm
Tuesday, 6 July 1982,7,6,1982,7/6/1982,7/6/1982, 09:31:36 am
Thursday, 5 August 1982,8,5,1982,8/5/1982,8/5/1982, 12:33:48 am
Friday, 3 September 1982,9,3,1982,9/3/1982,9/3/1982, 02:28:12 pm
Sunday, 3 October 1982,10,3,1982,10/3/1982,10/3/1982, 02:08:30 am
Monday, 1 November 1982,11,1,1982,11/1/1982,11/1/1982, 01:56:42 pm
Wednesday, 1 December 1982,12,1,1982,12/1/1982,12/1/1982, 01:20:42 am
Thursday, 30 December 1982,12,30,1982,12/30/1982,12/30/1982, 12:32:36 pm
Friday, 28 January 1983,1,28,1983,1/28/1983,1/28/1983, 11:26:18 pm
Sunday, 27 February 1983,2,27,1983,2/27/1983,2/27/1983, 09:58:06 am
Monday, 28 March 1983,3,28,1983,3/28/1983,3/28/1983, 09:26:42 pm
Wednesday, 27 April 1983,4,27,1983,4/27/1983,4/27/1983, 08:30:42 am
Thursday, 26 May 1983,5,26,1983,5/26/1983,5/26/1983, 08:47:42 pm
Saturday, 25 June 1983,6,25,1983,6/25/1983,6/25/1983, 10:31:48 am
Monday, 25 July 1983,7,25,1983,7/25/1983,7/25/1983, 01:26:54 am
Tuesday, 23 August 1983,8,23,1983,8/23/1983,8/23/1983, 04:59:18 pm
Thursday, 22 September 1983,9,22,1983,9/22/1983,9/22/1983, 08:36:12 am
Friday, 21 October 1983,10,21,1983,10/21/1983,10/21/1983, 10:53:18 pm
Sunday, 20 November 1983,11,20,1983,11/20/1983,11/20/1983, 01:29:24 pm
Tuesday, 20 December 1983,12,20,1983,12/20/1983,12/20/1983, 03:00:18 am
Wednesday, 18 January 1984,1,18,1984,1/18/1984,1/18/1984, 03:05:12 pm
Friday, 17 February 1984,2,17,1984,2/17/1984,2/17/1984, 01:41:06 am
Saturday, 17 March 1984,3,17,1984,3/17/1984,3/17/1984, 11:09:42 am
Sunday, 15 April 1984,4,15,1984,4/15/1984,4/15/1984, 09:10:48 pm
Tuesday, 15 May 1984,5,15,1984,5/15/1984,5/15/1984, 06:28:36 am
Wednesday, 13 June 1984,6,13,1984,6/13/1984,6/13/1984, 04:41:48 pm
Friday, 13 July 1984,7,13,1984,7/13/1984,7/13/1984, 04:19:42 am
Saturday, 11 August 1984,8,11,1984,8/11/1984,8/11/1984, 05:43:12 pm
Monday, 10 September 1984,9,10,1984,9/10/1984,9/10/1984, 09:01:00 am
Wednesday, 10 October 1984,10,10,1984,10/10/1984,10/10/1984, 12:58:06 am
Thursday, 8 November 1984,11,8,1984,11/8/1984,11/8/1984, 06:42:36 pm
Saturday, 8 December 1984,12,8,1984,12/8/1984,12/8/1984, 11:53:24 am
Monday, 7 January 1985,1,7,1985,1/7/1985,1/7/1985, 03:16:06 am
Tuesday, 5 February 1985,2,5,1985,2/5/1985,2/5/1985, 04:18:48 pm
Thursday, 7 March 1985,3,7,1985,3/7/1985,3/7/1985, 03:13:06 am
Friday, 5 April 1985,4,5,1985,4/5/1985,4/5/1985, 01:32:24 pm
Saturday, 4 May 1985,5,4,1985,5/4/1985,5/4/1985, 09:52:48 pm
Monday, 3 June 1985,6,3,1985,6/3/1985,6/3/1985, 05:50:24 am
Tuesday, 2 July 1985,7,2,1985,7/2/1985,7/2/1985, 02:08:18 pm
Wednesday, 31 July 1985,7,31,1985,7/31/1985,7/31/1985, 11:40:54 pm
Friday, 30 August 1985,8,30,1985,8/30/1985,8/30/1985, 11:27:12 am
Sunday, 29 September 1985,9,29,1985,9/29/1985,9/29/1985, 02:08:30 am
Monday, 28 October 1985,10,28,1985,10/28/1985,10/28/1985, 06:37:30 pm
Wednesday, 27 November 1985,11,27,1985,11/27/1985,11/27/1985, 01:41:42 pm
Friday, 27 December 1985,12,27,1985,12/27/1985,12/27/1985, 08:30:18 am
Sunday, 26 January 1986,1,26,1986,1/26/1986,1/26/1986, 01:31:00 am
Monday, 24 February 1986,2,24,1986,2/24/1986,2/24/1986, 04:02:12 pm
Wednesday, 26 March 1986,3,26,1986,3/26/1986,3/26/1986, 04:01:48 am
Thursday, 24 April 1986,4,24,1986,4/24/1986,4/24/1986, 02:46:24 pm
Friday, 23 May 1986,5,23,1986,5/23/1986,5/23/1986, 10:44:42 pm
Sunday, 22 June 1986,6,22,1986,6/22/1986,6/22/1986, 05:41:48 am
Monday, 21 July 1986,7,21,1986,7/21/1986,7/21/1986, 12:40:12 pm
Tuesday, 19 August 1986,8,19,1986,8/19/1986,8/19/1986, 08:54:12 pm
Thursday, 18 September 1986,9,18,1986,9/18/1986,9/18/1986, 07:33:42 am
Friday, 17 October 1986,10,17,1986,10/17/1986,10/17/1986, 08:21:36 pm
Sunday, 16 November 1986,11,16,1986,11/16/1986,11/16/1986, 01:11:36 pm
Tuesday, 16 December 1986,12,16,1986,12/16/1986,12/16/1986, 08:04:24 am
Thursday, 15 January 1987,1,15,1987,1/15/1987,1/15/1987, 03:30:24 am
Friday, 13 February 1987,2,13,1987,2/13/1987,2/13/1987, 09:57:54 pm
Sunday, 15 March 1987,3,15,1987,3/15/1987,3/15/1987, 02:12:42 pm
Tuesday, 14 April 1987,4,14,1987,4/14/1987,4/14/1987, 04:31:00 am
Wednesday, 13 May 1987,5,13,1987,5/13/1987,5/13/1987, 02:50:12 pm
Thursday, 11 June 1987,6,11,1987,6/11/1987,6/11/1987, 10:48:48 pm
Saturday, 11 July 1987,7,11,1987,7/11/1987,7/11/1987, 05:32:36 am
Sunday, 9 August 1987,8,9,1987,8/9/1987,8/9/1987, 12:17:18 pm
Monday, 7 September 1987,9,7,1987,9/7/1987,9/7/1987, 08:12:54 pm
Wednesday, 7 October 1987,10,7,1987,10/7/1987,10/7/1987, 05:12:18 am
Thursday, 5 November 1987,11,5,1987,11/5/1987,11/5/1987, 05:45:54 pm
Saturday, 5 December 1987,12,5,1987,12/5/1987,12/5/1987, 09:01:00 am
Monday, 4 January 1988,1,4,1988,1/4/1988,1/4/1988, 02:40:24 am
Tuesday, 2 February 1988,2,2,1988,2/2/1988,2/2/1988, 09:51:30 pm
Thursday, 3 March 1988,3,3,1988,3/3/1988,3/3/1988, 05:01:06 pm
Saturday, 2 April 1988,4,2,1988,4/2/1988,4/2/1988, 11:21:18 am
Monday, 2 May 1988,5,2,1988,5/2/1988,5/2/1988, 01:40:48 am
Tuesday, 31 May 1988,5,31,1988,5/31/1988,5/31/1988, 12:53:30 pm
Wednesday, 29 June 1988,6,29,1988,6/29/1988,6/29/1988, 09:45:48 pm
Friday, 29 July 1988,7,29,1988,7/29/1988,7/29/1988, 05:25:12 am
Saturday, 27 August 1988,8,27,1988,8/27/1988,8/27/1988, 12:55:48 pm
Sunday, 25 September 1988,9,25,1988,9/25/1988,9/25/1988, 08:07:06 pm
Tuesday, 25 October 1988,10,25,1988,10/25/1988,10/25/1988, 05:35:30 am
Wednesday, 23 November 1988,11,23,1988,11/23/1988,11/23/1988, 04:53:06 pm
Friday, 23 December 1988,12,23,1988,12/23/1988,12/23/1988, 06:28:54 am
Saturday, 21 January 1989,1,21,1989,1/21/1989,1/21/1989, 10:33:30 pm
Monday, 20 February 1989,2,20,1989,2/20/1989,2/20/1989, 04:31:54 pm
Wednesday, 22 March 1989,3,22,1989,3/22/1989,3/22/1989, 10:57:54 am
Friday, 21 April 1989,4,21,1989,4/21/1989,4/21/1989, 05:13:18 am
Saturday, 20 May 1989,5,20,1989,5/20/1989,5/20/1989, 08:16:18 pm
Monday, 19 June 1989,6,19,1989,6/19/1989,6/19/1989, 08:57:18 am
Tuesday, 18 July 1989,7,18,1989,7/18/1989,7/18/1989, 07:41:36 pm
Thursday, 17 August 1989,8,17,1989,8/17/1989,8/17/1989, 05:06:36 am
Friday, 15 September 1989,9,15,1989,9/15/1989,9/15/1989, 01:50:36 pm
Saturday, 14 October 1989,10,14,1989,10/14/1989,10/14/1989, 09:31:54 pm
Monday, 13 November 1989,11,13,1989,11/13/1989,11/13/1989, 06:51:24 am
Tuesday, 12 December 1989,12,12,1989,12/12/1989,12/12/1989, 05:29:54 pm
Thursday, 11 January 1990,1,11,1990,1/11/1990,1/11/1990, 05:56:48 am
Friday, 9 February 1990,2,9,1990,2/9/1990,2/9/1990, 08:15:42 pm
Sunday, 11 March 1990,3,11,1990,3/11/1990,3/11/1990, 11:58:30 am
Tuesday, 10 April 1990,4,10,1990,4/10/1990,4/10/1990, 05:18:30 am
Wednesday, 9 May 1990,5,9,1990,5/9/1990,5/9/1990, 09:30:48 pm
Friday, 8 June 1990,6,8,1990,6/8/1990,6/8/1990, 01:01:06 pm
Sunday, 8 July 1990,7,8,1990,7/8/1990,7/8/1990, 03:23:30 am
Monday, 6 August 1990,8,6,1990,8/6/1990,8/6/1990, 04:19:24 pm
Wednesday, 5 September 1990,9,5,1990,9/5/1990,9/5/1990, 03:45:36 am
Thursday, 4 October 1990,10,4,1990,10/4/1990,10/4/1990, 01:01:48 pm
Friday, 2 November 1990,11,2,1990,11/2/1990,11/2/1990, 10:48:18 pm
Sunday, 2 December 1990,12,2,1990,12/2/1990,12/2/1990, 08:49:42 am
Monday, 31 December 1990,12,31,1990,12/31/1990,12/31/1990, 07:35:12 pm
Wednesday, 30 January 1991,1,30,1991,1/30/1991,1/30/1991, 07:09:42 am
Thursday, 28 February 1991,2,28,1991,2/28/1991,2/28/1991, 07:24:36 pm
Saturday, 30 March 1991,3,30,1991,3/30/1991,3/30/1991, 08:17:24 am
Sunday, 28 April 1991,4,28,1991,4/28/1991,4/28/1991, 10:58:30 pm
Tuesday, 28 May 1991,5,28,1991,5/28/1991,5/28/1991, 01:36:36 pm
Thursday, 27 June 1991,6,27,1991,6/27/1991,6/27/1991, 04:58:24 am
Friday, 26 July 1991,7,26,1991,7/26/1991,7/26/1991, 08:24:24 pm
Sunday, 25 August 1991,8,25,1991,8/25/1991,8/25/1991, 11:07:12 am
Tuesday, 24 September 1991,9,24,1991,9/24/1991,9/24/1991, 12:40:00 am
Wednesday, 23 October 1991,10,23,1991,10/23/1991,10/23/1991, 12:08:12 pm
Thursday, 21 November 1991,11,21,1991,11/21/1991,11/21/1991, 11:56:18 pm
Saturday, 21 December 1991,12,21,1991,12/21/1991,12/21/1991, 11:23:12 am
Sunday, 19 January 1992,1,19,1992,1/19/1992,1/19/1992, 10:28:30 pm
Tuesday, 18 February 1992,2,18,1992,2/18/1992,2/18/1992, 09:04:06 am
Wednesday, 18 March 1992,3,18,1992,3/18/1992,3/18/1992, 07:17:48 pm
Friday, 17 April 1992,4,17,1992,4/17/1992,4/17/1992, 06:42:30 am
Saturday, 16 May 1992,5,16,1992,5/16/1992,5/16/1992, 06:02:36 pm
Monday, 15 June 1992,6,15,1992,6/15/1992,6/15/1992, 06:49:42 am
Tuesday, 14 July 1992,7,14,1992,7/14/1992,7/14/1992, 09:06:18 pm
Thursday, 13 August 1992,8,13,1992,8/13/1992,8/13/1992, 12:27:12 pm
Saturday, 12 September 1992,9,12,1992,9/12/1992,9/12/1992, 04:16:36 am
Sunday, 11 October 1992,10,11,1992,10/11/1992,10/11/1992, 07:03:00 pm
Tuesday, 10 November 1992,11,10,1992,11/10/1992,11/10/1992, 10:20:06 am
Thursday, 10 December 1992,12,10,1992,12/10/1992,12/10/1992, 12:40:42 am
Friday, 8 January 1993,1,8,1993,1/8/1993,1/8/1993, 01:37:12 pm
Sunday, 7 February 1993,2,7,1993,2/7/1993,2/7/1993, 12:55:24 am
Monday, 8 March 1993,3,8,1993,3/8/1993,3/8/1993, 10:45:54 am
Tuesday, 6 April 1993,4,6,1993,4/6/1993,4/6/1993, 08:43:18 pm
Thursday, 6 May 1993,5,6,1993,5/6/1993,5/6/1993, 05:33:42 am
Friday, 4 June 1993,6,4,1993,6/4/1993,6/4/1993, 03:02:12 pm
Sunday, 4 July 1993,7,4,1993,7/4/1993,7/4/1993, 01:45:06 am
Monday, 2 August 1993,8,2,1993,8/2/1993,8/2/1993, 02:09:36 pm
Wednesday, 1 September 1993,9,1,1993,9/1/1993,9/1/1993, 04:32:54 am
Thursday, 30 September 1993,9,30,1993,9/30/1993,9/30/1993, 07:53:48 pm
Saturday, 30 October 1993,10,30,1993,10/30/1993,10/30/1993, 01:37:36 pm
Monday, 29 November 1993,11,29,1993,11/29/1993,11/29/1993, 07:30:48 am
Wednesday, 29 December 1993,12,29,1993,12/29/1993,12/29/1993, 12:05:24 am
Thursday, 27 January 1994,1,27,1994,1/27/1994,1/27/1994, 02:22:48 pm
Saturday, 26 February 1994,2,26,1994,2/26/1994,2/26/1994, 02:15:00 am
Sunday, 27 March 1994,3,27,1994,3/27/1994,3/27/1994, 01:09:30 pm
Monday, 25 April 1994,4,25,1994,4/25/1994,4/25/1994, 09:45:00 pm
Wednesday, 25 May 1994,5,25,1994,5/25/1994,5/25/1994, 05:39:24 am
Thursday, 23 June 1994,6,23,1994,6/23/1994,6/23/1994, 01:33:06 pm
Friday, 22 July 1994,7,22,1994,7/22/1994,7/22/1994, 10:15:54 pm
Sunday, 21 August 1994,8,21,1994,8/21/1994,8/21/1994, 08:46:54 am
Monday, 19 September 1994,9,19,1994,9/19/1994,9/19/1994, 10:00:30 pm
Wednesday, 19 October 1994,10,19,1994,10/19/1994,10/19/1994, 01:17:48 pm
Friday, 18 November 1994,11,18,1994,11/18/1994,11/18/1994, 07:57:00 am
Sunday, 18 December 1994,12,18,1994,12/18/1994,12/18/1994, 03:17:06 am
Monday, 16 January 1995,1,16,1995,1/16/1995,1/16/1995, 09:26:18 pm
Wednesday, 15 February 1995,2,15,1995,2/15/1995,2/15/1995, 01:15:24 pm
Friday, 17 March 1995,3,17,1995,3/17/1995,3/17/1995, 02:25:36 am
Saturday, 15 April 1995,4,15,1995,4/15/1995,4/15/1995, 02:08:12 pm
Sunday, 14 May 1995,5,14,1995,5/14/1995,5/14/1995, 10:48:06 pm
Tuesday, 13 June 1995,6,13,1995,6/13/1995,6/13/1995, 06:03:30 am
Wednesday, 12 July 1995,7,12,1995,7/12/1995,7/12/1995, 12:49:18 pm
Thursday, 10 August 1995,8,10,1995,8/10/1995,8/10/1995, 08:15:30 pm
Saturday, 9 September 1995,9,9,1995,9/9/1995,9/9/1995, 05:36:36 am
Sunday, 8 October 1995,10,8,1995,10/8/1995,10/8/1995, 04:51:48 pm
Tuesday, 7 November 1995,11,7,1995,11/7/1995,11/7/1995, 08:20:30 am
Thursday, 7 December 1995,12,7,1995,12/7/1995,12/7/1995, 02:26:54 am
Friday, 5 January 1996,1,5,1996,1/5/1996,1/5/1996, 09:50:54 pm
Sunday, 4 February 1996,2,4,1996,2/4/1996,2/4/1996, 04:57:36 pm
Tuesday, 5 March 1996,3,5,1996,3/5/1996,3/5/1996, 10:22:42 am
Thursday, 4 April 1996,4,4,1996,4/4/1996,4/4/1996, 02:06:54 am
Friday, 3 May 1996,5,3,1996,5/3/1996,5/3/1996, 01:48:12 pm
Saturday, 1 June 1996,6,1,1996,6/1/1996,6/1/1996, 10:46:54 pm
Monday, 1 July 1996,7,1,1996,7/1/1996,7/1/1996, 05:58:06 am
Tuesday, 30 July 1996,7,30,1996,7/30/1996,7/30/1996, 12:35:12 pm
Wednesday, 28 August 1996,8,28,1996,8/28/1996,8/28/1996, 07:52:12 pm
Friday, 27 September 1996,9,27,1996,9/27/1996,9/27/1996, 04:50:48 am
Saturday, 26 October 1996,10,26,1996,10/26/1996,10/26/1996, 04:11:12 pm
Monday, 25 November 1996,11,25,1996,11/25/1996,11/25/1996, 05:09:54 am
Tuesday, 24 December 1996,12,24,1996,12/24/1996,12/24/1996, 09:41:00 pm
Thursday, 23 January 1997,1,23,1997,1/23/1997,1/23/1997, 04:10:42 pm
Saturday, 22 February 1997,2,22,1997,2/22/1997,2/22/1997, 11:26:42 am
Monday, 24 March 1997,3,24,1997,3/24/1997,3/24/1997, 05:45:12 am
Tuesday, 22 April 1997,4,22,1997,4/22/1997,4/22/1997, 10:33:30 pm
Thursday, 22 May 1997,5,22,1997,5/22/1997,5/22/1997, 11:13:24 am
Friday, 20 June 1997,6,20,1997,6/20/1997,6/20/1997, 09:08:48 pm
Sunday, 20 July 1997,7,20,1997,7/20/1997,7/20/1997, 05:20:18 am
Monday, 18 August 1997,8,18,1997,8/18/1997,8/18/1997, 12:55:24 pm
Tuesday, 16 September 1997,9,16,1997,9/16/1997,9/16/1997, 08:50:30 pm
Thursday, 16 October 1997,10,16,1997,10/16/1997,10/16/1997, 05:45:42 am
Friday, 14 November 1997,11,14,1997,11/14/1997,11/14/1997, 03:11:36 pm
Sunday, 14 December 1997,12,14,1997,12/14/1997,12/14/1997, 03:37:06 am
Monday, 12 January 1998,1,12,1998,1/12/1998,1/12/1998, 06:23:42 pm
Wednesday, 11 February 1998,2,11,1998,2/11/1998,2/11/1998, 11:22:36 am
Friday, 13 March 1998,3,13,1998,3/13/1998,3/13/1998, 05:34:12 am
Sunday, 12 April 1998,4,12,1998,4/12/1998,4/12/1998, 12:23:30 am
Monday, 11 May 1998,5,11,1998,5/11/1998,5/11/1998, 04:29:24 pm
Wednesday, 10 June 1998,6,10,1998,6/10/1998,6/10/1998, 06:18:18 am
Thursday, 9 July 1998,7,9,1998,7/9/1998,7/9/1998, 06:00:54 pm
Saturday, 8 August 1998,8,8,1998,8/8/1998,8/8/1998, 04:09:36 am
Sunday, 6 September 1998,9,6,1998,9/6/1998,9/6/1998, 01:21:24 pm
Monday, 5 October 1998,10,5,1998,10/5/1998,10/5/1998, 10:11:54 pm
Wednesday, 4 November 1998,11,4,1998,11/4/1998,11/4/1998, 06:18:12 am
Thursday, 3 December 1998,12,3,1998,12/3/1998,12/3/1998, 04:19:12 pm
Saturday, 2 January 1999,1,2,1999,1/2/1999,1/2/1999, 03:49:30 am
Sunday, 31 January 1999,1,31,1999,1/31/1999,1/31/1999, 05:06:30 pm
Tuesday, 2 March 1999,3,2,1999,3/2/1999,3/2/1999, 07:58:30 am
Thursday, 1 April 1999,4,1,1999,4/1/1999,4/1/1999, 12:48:54 am
Friday, 30 April 1999,4,30,1999,4/30/1999,4/30/1999, 04:54:36 pm
Sunday, 30 May 1999,5,30,1999,5/30/1999,5/30/1999, 08:39:54 am
Monday, 28 June 1999,6,28,1999,6/28/1999,6/28/1999, 11:37:30 pm
Wednesday, 28 July 1999,7,28,1999,7/28/1999,7/28/1999, 01:24:48 pm
Friday, 27 August 1999,8,27,1999,8/27/1999,8/27/1999, 01:47:48 am
Saturday, 25 September 1999,9,25,1999,9/25/1999,9/25/1999, 12:51:06 pm
Sunday, 24 October 1999,10,24,1999,10/24/1999,10/24/1999, 11:02:24 pm
Tuesday, 23 November 1999,11,23,1999,11/23/1999,11/23/1999, 08:03:42 am
Wednesday, 22 December 1999,12,22,1999,12/22/1999,12/22/1999, 06:31:18 pm
Friday, 21 January 2000,1,21,2000,1/21/2000,1/21/2000, 05:40:24 am [**]
Saturday, 19 February 2000,2,19,2000,2/19/2000,2/19/2000, 05:26:42 pm
Monday, 20 March 2000,3,20,2000,3/20/2000,3/20/2000, 05:44:24 am
Tuesday, 18 April 2000,4,18,2000,4/18/2000,4/18/2000, 07:41:30 pm
Thursday, 18 May 2000,5,18,2000,5/18/2000,5/18/2000, 09:34:24 am
Saturday, 17 June 2000,6,17,2000,6/17/2000,6/17/2000, 12:27:00 am
Sunday, 16 July 2000,7,16,2000,7/16/2000,7/16/2000, 03:55:12 pm
Tuesday, 15 August 2000,8,15,2000,8/15/2000,8/15/2000, 07:12:36 am
Wednesday, 13 September 2000,9,13,2000,9/13/2000,9/13/2000, 09:36:48 pm
Friday, 13 October 2000,10,13,2000,10/13/2000,10/13/2000, 10:53:00 am
Saturday, 11 November 2000,11,11,2000,11/11/2000,11/11/2000, 10:14:36 pm
Monday, 11 December 2000,12,11,2000,12/11/2000,12/11/2000, 10:02:48 am
Tuesday, 9 January 2001,1,9,2001,1/9/2001,1/9/2001, 09:24:24 pm [**]
Thursday, 8 February 2001,2,8,2001,2/8/2001,2/8/2001, 08:11:42 am
Friday, 9 March 2001,3,9,2001,3/9/2001,3/9/2001, 06:23:06 pm
Sunday, 8 April 2001,4,8,2001,4/8/2001,4/8/2001, 05:21:54 am
Monday, 7 May 2001,5,7,2001,5/7/2001,5/7/2001, 03:52:30 pm
Wednesday, 6 June 2001,6,6,2001,6/6/2001,6/6/2001, 03:39:18 am
Thursday, 5 July 2001,7,5,2001,7/5/2001,7/5/2001, 05:03:48 pm
Saturday, 4 August 2001,8,4,2001,8/4/2001,8/4/2001, 07:55:42 am
Sunday, 2 September 2001,9,2,2001,9/2/2001,9/2/2001, 11:43:00 pm
Tuesday, 2 October 2001,10,2,2001,10/2/2001,10/2/2001, 03:48:48 pm
Thursday, 1 November 2001,11,1,2001,11/1/2001,11/1/2001, 06:41:00 am
Friday, 30 November 2001,11,30,2001,11/30/2001,11/30/2001, 09:49:00 pm
Sunday, 30 December 2001,12,30,2001,12/30/2001,12/30/2001, 11:40:30 am
Monday, 28 January 2002,1,28,2002,1/28/2002,1/28/2002, 11:50:30 pm
Wednesday, 27 February 2002,2,27,2002,2/27/2002,2/27/2002, 10:16:42 am
Thursday, 28 March 2002,3,28,2002,3/28/2002,3/28/2002, 07:24:54 pm
Saturday, 27 April 2002,4,27,2002,4/27/2002,4/27/2002, 04:59:54 am
Sunday, 26 May 2002,5,26,2002,5/26/2002,5/26/2002, 01:51:12 pm
Monday, 24 June 2002,6,24,2002,6/24/2002,6/24/2002, 11:42:24 pm
Wednesday, 24 July 2002,7,24,2002,7/24/2002,7/24/2002, 11:07:00 am
Friday, 23 August 2002,8,23,2002,8/23/2002,8/23/2002, 12:29:12 am
Saturday, 21 September 2002,9,21,2002,9/21/2002,9/21/2002, 03:59:12 pm
Monday, 21 October 2002,10,21,2002,10/21/2002,10/21/2002, 09:20:00 am
Wednesday, 20 November 2002,11,20,2002,11/20/2002,11/20/2002, 02:33:42 am
Thursday, 19 December 2002,12,19,2002,12/19/2002,12/19/2002, 08:10:12 pm
Saturday, 18 January 2003,1,18,2003,1/18/2003,1/18/2003, 11:47:36 am
Monday, 17 February 2003,2,17,2003,2/17/2003,2/17/2003, 12:51:06 am
Tuesday, 18 March 2003,3,18,2003,3/18/2003,3/18/2003, 11:34:30 am
Wednesday, 16 April 2003,4,16,2003,4/16/2003,4/16/2003, 09:35:42 pm
Friday, 16 May 2003,5,16,2003,5/16/2003,5/16/2003, 05:35:54 am
Saturday, 14 June 2003,6,14,2003,6/14/2003,6/14/2003, 01:15:54 pm
